id,elevacao,aspeto,inclinacao,dh_agua,dv_agua,dh_estrada,sombra_9,sombra_12,sombra_15,dh_Incendio,area,solo,floresta
449,2744,81,11,170,25,1702,235,219,114,642,4,5,3
450,2927,68,11,0,0,4735,232,218,118,1989,4,13,6
451,3112,133,12,210,33,5128,239,234,122,999,4,5,3
452,2931,114,6,30,4,4701,232,233,135,2030,4,13,6
453,2944,0,10,218,9,4998,205,221,153,1878,4,5,6
454,2953,13,18,182,18,4964,199,199,133,1919,4,5,6
455,2954,344,16,242,19,5024,185,213,165,1892,4,5,6
456,2980,66,15,175,-20,3896,233,209,104,1369,4,5,3
457,2943,282,13,60,8,4841,184,241,196,2002,4,5,6
458,2969,2,17,330,34,5109,194,206,147,1847,4,5,6
459,3060,95,22,454,136,4272,249,201,69,2359,4,5,3
460,2976,348,13,300,41,5076,194,217,161,1889,4,5,6
461,2948,79,15,120,24,5493,239,211,99,1608,4,5,2
462,3104,50,11,150,11,5205,225,215,123,882,4,5,3
463,3129,44,13,722,65,3606,222,211,121,2896,4,5,3
464,2996,34,11,400,61,5155,219,216,132,1889,4,5,2
465,2979,265,10,242,44,4973,194,245,190,2037,4,5,2
466,2955,86,9,258,41,3580,234,225,122,2142,4,12,3
467,2948,310,8,60,-1,4761,197,234,177,2188,4,5,6
468,3146,84,7,306,38,5464,231,227,129,1036,4,5,3
469,2683,98,18,67,14,1418,246,213,89,812,4,13,3
470,2952,54,4,85,0,4609,222,231,144,2290,4,13,6
471,2953,323,9,60,8,4759,197,231,173,2215,4,5,6
472,2861,164,9,180,30,2863,228,243,147,2290,4,12,3
473,2954,38,5,30,6,4666,220,228,144,2285,4,13,6
474,2957,270,5,60,15,4756,206,242,174,2241,4,5,6
475,2957,255,3,90,12,4786,213,241,166,2227,4,5,6
476,2953,270,1,42,2,4722,216,238,160,2308,4,13,6
477,3121,316,16,127,20,5219,176,225,188,577,4,5,3
478,3112,338,8,95,5,5346,202,228,165,664,4,5,2
479,2656,72,15,182,21,1180,236,209,101,1006,4,5,3
480,3064,117,20,134,49,4812,250,218,87,277,4,5,2
481,3014,326,9,30,5,4635,198,230,172,541,4,5,2
482,3138,313,13,216,31,5347,186,230,184,553,4,5,3
483,3032,339,14,95,23,4710,189,219,169,518,4,5,2
484,2795,144,11,258,16,2280,236,238,132,1471,4,12,3
485,3132,48,7,324,25,5622,223,225,138,841,4,5,2
486,3057,86,20,42,13,4290,244,203,79,2779,4,5,2
487,2976,87,8,210,31,4012,232,227,127,1920,4,13,3
488,2755,45,9,108,0,1740,223,220,131,1290,4,5,3
489,3160,209,10,295,60,5301,213,249,171,277,4,5,3
490,2780,352,2,30,1,2070,216,236,157,1451,4,5,3
491,2940,90,4,30,0,5370,226,233,143,2188,4,13,2
492,2779,15,7,0,0,1980,214,225,148,1436,4,5,3
493,2595,37,18,218,51,930,216,197,110,1357,4,20,3
494,3035,352,7,42,2,4744,208,229,158,789,4,5,2
495,3083,357,20,127,39,4411,184,199,149,2843,4,5,2
496,2977,346,10,210,29,4012,200,223,162,2143,4,5,3
497,2827,71,19,124,25,2586,237,201,88,1894,4,5,3
498,2801,8,15,108,19,2018,202,209,143,1584,4,5,3
499,3105,350,7,90,12,5245,208,228,159,285,4,7,2
500,2922,103,18,182,47,3726,247,214,89,2624,4,5,2
501,2979,87,5,120,25,5134,227,232,140,2490,4,5,2
502,2898,196,6,350,65,3013,219,245,162,2252,4,12,3
503,3157,240,11,830,50,6131,198,250,188,1245,4,5,3
504,2814,355,13,95,18,2359,199,218,156,1848,4,5,3
505,3221,135,2,371,30,3284,222,238,151,3693,4,13,2
506,3073,78,8,330,38,4870,231,226,128,1092,4,5,2
507,2876,116,9,162,28,2862,236,231,126,2334,4,5,3
508,3166,230,7,771,22,6155,209,247,175,1167,4,5,3
509,2763,83,14,430,13,1652,239,215,104,1727,4,5,3
510,2865,180,11,95,12,2876,224,247,154,2483,4,5,3
511,2980,59,8,212,13,4688,227,223,130,1682,4,7,3
512,2679,66,11,108,9,1235,231,217,117,1879,4,13,3
513,2970,73,13,150,3,4710,235,213,107,1733,4,7,3
514,2986,295,10,190,9,5819,193,238,185,1950,4,13,2
515,2717,72,12,85,9,1437,233,217,114,1982,4,5,3
516,3157,146,5,216,12,5758,227,239,146,811,4,5,2
517,2954,53,7,42,0,4195,224,224,134,2262,4,7,3
518,3107,293,5,182,12,5568,205,239,173,1132,4,6,2
519,2958,34,7,30,0,4424,219,224,141,2067,4,7,3
520,3114,283,6,240,19,5584,202,240,177,1199,4,5,2
521,3005,301,1,42,0,5564,215,238,161,2125,4,13,2
522,3008,117,3,30,2,5128,225,236,146,2644,4,5,3
523,3118,176,13,426,23,5302,226,247,150,1429,4,5,2
524,2942,356,7,67,13,3427,209,227,157,2596,4,5,3
525,3048,260,11,258,24,5648,195,246,190,1973,4,13,3
526,2929,282,12,134,41,2984,188,241,193,2321,4,5,3
527,3042,274,8,201,17,5586,200,242,182,2036,4,13,3
528,2888,55,9,234,9,1698,226,221,128,2220,4,5,3
529,3246,80,7,680,98,6019,229,228,133,1565,4,5,2
530,3218,111,8,558,70,5840,234,231,129,1589,4,5,2
531,2976,30,11,30,9,3863,216,215,133,2508,4,5,2
532,3184,109,10,402,36,5683,238,229,121,1710,4,5,2
533,2788,77,9,524,71,778,232,223,122,2554,4,5,3
534,3035,98,16,192,25,4153,244,216,97,2616,4,5,3
535,2944,111,8,210,15,1965,234,231,129,1871,4,5,3
536,3079,57,8,0,0,5014,226,223,132,2140,4,13,2
537,3112,63,23,408,97,4563,233,186,72,3084,4,5,2
538,3061,276,5,42,1,5532,207,241,173,2207,4,13,3
539,3017,17,11,108,14,3873,211,218,142,2317,4,5,3
540,2808,139,14,300,6,849,241,235,120,2275,4,5,3
541,3027,18,5,242,4,3211,216,229,150,1734,4,5,3
542,2813,117,13,90,11,964,241,228,114,2038,4,5,3
543,3105,66,8,297,30,4569,229,224,128,3055,4,5,2
544,3226,41,15,531,49,4076,221,206,117,3571,4,13,2
545,3038,40,7,218,26,3275,221,224,138,1689,4,5,2
546,3007,16,7,297,5,2690,214,226,148,1302,4,13,2
547,3215,41,10,408,67,5622,221,219,132,2454,4,5,3
548,3102,95,11,240,27,4371,238,223,114,3271,4,5,2
549,3121,243,7,234,48,5641,207,246,176,2518,4,5,3
550,3236,63,5,553,88,5863,225,229,139,2445,4,5,3
551,3072,53,7,108,8,5289,224,224,134,2675,4,13,2
552,3058,13,4,60,1,3539,215,231,152,1634,4,13,3
553,3091,59,13,182,16,4362,230,211,112,3300,4,13,2
554,3291,27,10,691,30,3777,216,219,138,3844,4,5,2
555,3074,53,11,67,5,5318,227,215,121,2771,4,13,2
556,3157,79,8,212,2,5162,231,225,126,2791,4,5,3
557,3018,33,7,134,10,2263,219,226,143,1031,4,5,2
558,2962,100,18,242,74,1917,246,213,89,1140,4,5,3
559,3155,359,12,390,46,4837,202,219,153,3022,4,5,2
560,3094,352,5,134,2,4593,211,231,158,3187,4,13,2
561,3122,52,11,300,57,5064,226,217,124,2943,4,5,2
562,2877,342,13,450,131,618,193,220,166,2285,4,13,3
563,2714,73,19,212,36,240,239,200,84,2376,4,5,6
564,3145,42,18,384,80,4983,220,197,106,3022,4,5,2
565,2751,76,17,313,63,323,239,206,92,2463,4,13,6
566,2686,41,9,90,12,108,221,221,134,2221,4,5,6
567,2738,77,11,323,60,335,234,219,115,2396,4,5,6
568,2733,58,9,295,59,313,227,222,129,2372,4,5,6
569,3121,288,8,127,0,4585,197,239,182,3304,4,5,2
570,3140,265,14,283,39,5708,183,245,201,2902,4,13,3
571,2868,72,20,30,15,1087,238,196,80,1758,4,5,2
572,2741,64,11,342,67,362,230,217,118,2363,4,5,6
573,2744,60,13,351,70,376,230,213,114,2347,4,5,6
574,3116,45,9,153,32,5220,223,220,132,3066,4,13,2
575,2807,62,22,485,119,497,233,189,79,2460,4,13,3
576,2739,71,13,300,65,330,234,214,110,2264,4,5,6
577,2709,59,11,120,43,150,228,217,120,2114,4,5,6
578,2720,54,10,180,57,210,226,218,125,2147,4,5,6
579,3126,34,16,85,11,4354,216,203,118,3524,4,13,2
580,2785,59,24,421,110,450,230,183,73,2337,4,5,6
581,2774,58,23,391,100,420,229,184,75,2311,4,5,6
582,2756,52,20,331,91,360,226,193,93,2259,4,5,6
583,2723,53,10,182,57,210,226,218,126,2131,4,5,6
584,2708,67,16,95,37,120,234,207,100,2055,4,5,6
585,2960,303,20,256,52,1857,162,227,204,966,4,5,3
586,2722,57,10,162,52,182,227,219,125,2089,4,5,6
587,2717,62,11,134,46,153,230,216,118,2064,4,5,6
588,3206,106,6,170,15,5590,231,232,135,3154,4,5,3
589,2850,61,20,577,176,603,232,196,88,2442,4,13,6
590,2729,57,11,201,59,218,228,217,121,2099,4,5,6
591,2758,61,24,295,92,313,231,182,69,2162,4,5,6
592,2747,62,21,268,79,285,233,193,83,2136,4,5,6
593,3212,135,8,218,21,5689,233,237,135,3196,4,5,3
594,2719,54,6,134,46,150,224,226,137,1965,4,5,6
595,2871,67,22,600,197,626,236,192,77,2391,4,13,6
596,2835,81,17,524,169,541,241,208,92,2309,4,13,6
597,2799,60,13,408,129,417,230,212,113,2160,4,5,6
598,2731,73,14,212,60,218,236,213,105,1973,4,5,6
599,2748,46,18,277,75,285,223,198,103,2012,4,5,6
600,2741,49,17,247,70,256,225,200,103,1986,4,5,6
601,2822,41,19,488,152,495,219,194,103,2190,4,5,6
602,2806,40,22,400,129,408,216,185,95,2108,4,5,6
603,2765,53,29,313,92,323,221,163,56,2026,4,5,6
604,2750,41,22,256,71,268,216,186,95,1972,4,5,6
605,2751,51,23,242,77,256,224,184,82,1932,4,5,6
606,3146,291,10,30,-6,4362,192,239,186,3477,4,13,2
607,3183,99,5,90,4,5472,228,233,140,2982,4,13,3
608,2917,301,10,30,1,1634,193,236,183,1318,4,5,2
609,2786,53,29,335,107,350,221,163,56,2001,4,5,6
610,3195,230,7,466,75,6006,209,247,175,3032,4,5,3
611,2753,60,25,242,74,258,230,179,67,1879,4,5,6
612,2724,60,21,153,52,180,231,192,84,1745,4,5,6
613,3131,169,5,162,-5,4073,224,242,153,1478,4,5,2
614,2801,60,27,335,122,361,229,172,59,1900,4,5,6
615,2763,56,23,247,96,272,228,185,79,1816,4,5,6
616,2946,18,16,42,10,1776,206,205,133,1236,4,5,2
617,2770,52,23,256,105,277,225,183,80,1805,4,5,6
618,2736,62,24,175,64,190,232,182,69,1722,4,5,6
619,2803,57,32,323,136,342,223,157,45,1851,4,5,6
620,2891,48,17,268,-36,659,224,201,105,2155,4,5,3
621,2830,51,29,360,163,379,220,166,61,1869,4,5,6
622,2799,52,29,300,127,323,220,164,59,1812,4,5,6
623,2763,59,28,210,91,240,228,171,58,1728,4,5,6
624,2716,69,27,120,48,150,237,177,55,1643,4,5,6
625,3122,158,8,67,2,4200,229,242,146,1560,4,13,2
626,2771,60,29,210,96,240,228,167,52,1717,4,5,6
627,3140,135,5,67,4,4547,228,238,144,1920,4,13,2
628,3146,130,4,134,5,4726,226,237,145,2100,4,7,2
629,3037,48,19,430,-8,3005,224,196,99,190,4,5,2
630,2720,57,23,95,37,120,229,184,77,1546,4,5,6
631,2958,55,4,247,-1,1234,222,231,145,2012,4,13,3
632,2774,58,30,190,96,212,225,164,51,1624,4,5,6
633,2938,62,5,162,10,972,224,230,142,2313,4,13,3
634,2755,62,34,150,76,162,226,150,29,1558,4,5,6
635,2732,71,33,90,61,120,235,158,28,1484,4,5,6
636,3212,71,14,402,97,5094,235,213,107,2642,4,13,3
637,2767,73,36,134,91,150,234,147,12,1500,4,5,6
638,3187,63,7,258,69,5261,226,226,134,2571,4,13,3
639,2813,65,19,228,146,242,234,198,88,1583,4,5,6
640,3239,180,3,566,60,4673,220,241,156,2726,4,13,2
641,3009,131,10,67,8,2718,237,235,128,573,4,5,2
642,2799,82,25,201,126,210,245,187,56,1507,4,5,6
643,3181,309,6,67,6,5204,203,236,172,2496,4,13,2
644,2791,75,29,180,107,182,240,173,43,1473,4,5,6
645,2778,80,34,150,109,162,241,159,19,1441,4,5,6
646,3245,45,3,564,66,4387,220,233,150,2650,4,13,2
647,2930,79,7,90,1,997,230,227,130,2280,4,13,3
648,3046,144,13,210,2,3200,238,237,127,573,4,5,3
649,3193,97,10,319,19,5153,237,225,119,2358,4,5,2
650,2957,123,10,150,-8,1337,237,233,126,2135,4,13,3
651,3229,61,2,454,19,4709,221,234,149,2324,4,13,2
652,2993,286,14,30,10,2699,179,239,199,895,4,13,2
653,3178,49,5,474,83,5004,222,229,143,2132,4,7,2
654,2762,61,30,60,-13,170,228,165,49,1362,4,5,6
655,3219,324,6,366,38,5803,205,233,168,2184,4,13,3
656,3219,352,8,319,38,5748,206,226,158,2206,4,5,2
657,3164,88,19,361,102,3878,245,205,82,849,4,5,3
658,2790,60,23,108,-8,234,231,187,77,1401,4,5,6
659,3199,108,3,342,16,5367,225,236,146,2363,4,13,2
660,2815,55,18,120,-14,297,229,199,97,1465,4,5,6
661,2821,58,18,150,-15,306,230,200,97,1471,4,5,6
662,2806,66,21,190,-23,256,235,193,80,1419,4,5,6
663,3185,32,3,0,0,5165,219,232,150,1919,4,13,2
664,2821,58,21,212,-19,295,230,192,86,1455,4,5,6
665,2800,64,26,218,112,242,233,178,61,1397,4,5,6
666,3025,307,9,90,14,3250,194,235,180,350,4,5,2
667,2734,68,30,108,43,124,234,166,42,1262,4,5,6
668,2953,60,7,134,-8,1366,225,226,135,2147,4,13,3
669,2736,49,26,108,49,127,221,175,73,1254,4,5,6
670,2737,44,22,108,41,124,219,186,91,1237,4,5,6
671,3196,336,9,67,7,5142,199,227,167,1766,4,13,2
672,2914,29,8,335,37,564,217,222,140,1708,4,5,3
673,3019,312,6,0,0,2962,203,235,172,524,4,13,2
674,3199,268,6,216,13,5918,204,243,178,1736,4,13,3
675,2841,82,18,319,154,335,242,205,86,1450,4,5,6
676,2768,57,22,170,75,175,229,187,80,1288,4,5,6
677,3204,101,1,60,2,4905,221,237,152,1698,4,13,2
678,3170,284,4,175,8,4488,209,240,169,1170,4,5,2
679,2847,64,23,350,151,362,234,187,73,1476,4,5,6
680,2812,71,25,277,130,283,238,182,60,1396,4,5,6
681,2756,48,23,120,98,124,221,183,84,1240,4,5,6
682,3024,331,6,30,3,3194,206,233,165,300,4,13,2
683,2940,3,16,443,47,738,197,208,146,1872,4,5,3
684,2771,34,20,153,113,162,213,193,108,1282,4,5,6
685,3037,10,4,60,8,1889,215,231,153,1680,4,5,2
686,2811,67,21,285,124,295,236,193,80,1415,4,5,6
687,3213,97,4,120,18,4659,226,234,143,1637,4,13,2
688,2802,47,10,218,149,228,224,217,127,1374,4,5,6
689,2799,66,9,190,140,201,229,221,124,1350,4,5,6
690,3242,315,17,153,47,5015,173,224,190,1448,4,5,3
691,3213,39,6,319,-7,5536,221,226,141,1820,4,13,2
692,2847,50,27,323,199,335,220,172,70,1482,4,5,3
693,2809,67,18,242,150,256,235,201,91,1410,4,5,6
694,3215,28,23,175,35,5523,204,183,105,1366,4,5,3
695,2786,76,46,150,132,162,226,113,0,1338,4,5,6
696,3255,285,16,190,60,4992,175,239,203,1361,4,5,3
697,3076,34,10,134,-6,2218,219,218,134,1430,4,5,2
698,2806,31,18,216,145,228,213,199,117,1403,4,5,6
699,2743,76,49,134,81,150,222,103,0,1337,4,5,6
700,2728,62,29,108,72,124,230,166,0,1315,4,5,6
701,3043,324,14,108,35,1691,184,224,179,2028,4,5,2
702,2842,62,28,309,187,323,231,172,55,1490,4,5,6
703,3241,31,23,228,52,5561,207,183,102,1289,4,5,3
704,2856,53,28,335,195,350,223,169,63,1530,4,5,6
705,3213,235,8,210,-7,6056,207,247,178,1518,4,13,2
706,3084,88,12,242,-1,2214,238,220,110,1513,4,13,2
707,2914,30,14,390,-30,470,215,208,126,1640,4,5,3
708,3276,354,10,42,6,4055,204,223,157,1719,4,13,2
709,3331,358,15,361,61,3635,196,211,152,2014,4,13,2
710,3072,329,17,60,13,1905,178,218,179,1914,4,5,2
711,2753,57,32,95,34,162,222,155,41,1434,4,5,6
712,2827,84,46,162,26,283,233,119,0,1533,4,5,6
713,2764,55,31,85,10,175,222,159,48,1458,4,5,6
714,2878,82,44,150,48,323,234,124,0,1575,4,5,6
715,3260,256,8,306,34,5626,202,245,182,1471,4,13,2
716,2740,54,29,0,0,134,222,165,57,1456,4,5,6
717,3056,37,5,90,0,3795,220,229,145,589,4,13,2
718,3101,303,14,277,1,3399,181,233,192,631,4,5,3
719,3057,85,16,592,56,1482,241,211,96,2467,4,5,3
720,2950,37,5,180,5,591,220,229,146,1803,4,5,3
721,2840,78,44,85,10,324,231,121,0,1602,4,5,6
722,2788,55,28,0,0,216,224,168,59,1539,4,5,6
723,2732,60,31,85,-7,120,227,161,45,1477,4,5,6
724,3237,152,14,541,146,5386,237,239,130,1503,4,13,2
725,2991,83,8,170,32,859,231,227,128,2060,4,5,3
726,3139,34,3,324,9,2509,219,232,149,1504,4,5,2
727,3335,52,14,240,36,4207,226,208,112,1302,4,5,2
728,3168,300,5,379,37,3153,205,238,172,1003,4,5,3
729,2717,74,35,85,52,90,237,154,19,1599,4,5,6
730,2722,75,34,95,57,95,238,156,20,1627,4,5,6
731,2857,87,21,175,-26,335,245,201,75,1760,4,5,3
732,3048,96,4,424,68,1370,227,233,141,2544,4,5,3
733,2732,77,33,124,70,127,240,162,26,1682,4,5,6
734,2714,74,32,95,52,108,239,164,31,1671,4,5,6
735,3242,16,7,242,15,5940,214,226,148,999,4,13,2
736,3108,48,26,30,10,3868,219,175,75,934,4,5,2
737,3183,28,8,331,-30,2952,217,223,141,1315,4,5,3
738,2740,76,31,150,87,170,240,165,32,1738,4,5,6
739,2706,76,30,108,47,124,240,171,39,1717,4,5,6
740,2753,86,32,190,103,210,246,170,28,1851,4,5,6
741,3246,27,2,30,0,5476,218,234,153,566,4,13,2
742,3218,58,4,228,21,5379,223,230,143,1211,4,5,2
743,3090,36,6,60,3,4825,220,226,143,1383,4,13,2
744,3244,54,40,255,146,4039,209,125,0,1154,4,5,2
745,3047,72,7,362,11,1597,228,227,133,2793,4,5,2
746,3200,172,5,30,0,5673,223,242,154,949,4,7,2
747,2982,117,11,301,4,860,238,230,121,2288,4,5,3
748,2795,80,31,270,-134,306,243,168,31,2012,4,5,6
749,2713,76,25,150,63,162,242,184,57,1966,4,5,6
750,3279,62,8,67,3,4927,227,223,130,408,4,13,3
751,3206,304,7,124,-7,3302,201,237,175,1410,4,13,2
752,3208,48,7,85,-6,2982,223,225,137,1617,4,5,2
753,2731,75,27,175,45,201,240,178,50,2003,4,5,6
754,3267,319,4,270,22,5675,208,235,166,592,4,13,2
755,3169,277,24,240,84,4606,150,237,223,1248,4,13,2
756,3158,282,6,216,-2,3542,204,240,175,1366,4,5,2
757,3042,83,6,108,9,1443,229,230,135,2737,4,5,3
758,3039,104,6,95,6,1415,230,233,136,2717,4,5,3
759,3289,0,0,0,0,4773,218,238,156,458,4,5,3
760,2726,65,25,67,17,180,234,182,66,2103,4,5,6
761,2704,61,23,30,18,120,232,186,75,2089,4,5,6
762,2895,84,19,90,-29,503,243,203,82,2234,4,5,3
763,3200,280,7,150,-18,3439,202,241,178,1544,4,13,2
764,3122,32,9,242,-6,2095,218,221,138,2554,4,5,2
765,2715,68,24,0,0,120,236,186,68,2148,4,5,6
766,2702,75,27,30,-6,90,240,179,53,2142,4,5,6
767,2742,67,23,0,0,182,236,186,69,2190,4,5,6
768,3198,269,9,180,-20,3491,196,244,187,1588,4,13,2
769,2708,80,29,67,-17,108,244,174,39,2200,4,5,6
770,3207,85,6,85,5,5649,228,230,136,824,4,13,2
771,3276,272,14,591,169,4374,183,244,199,1132,4,5,3
772,2779,90,28,60,-26,268,249,184,44,2292,4,5,6
773,3292,347,3,360,27,5760,213,234,159,601,4,13,3
774,3222,25,9,0,0,3032,216,221,141,1974,4,13,2
775,3063,54,15,60,-5,1731,228,207,109,3056,4,5,2
776,2799,87,31,150,-71,295,247,174,32,2387,4,5,6
777,2736,98,25,150,88,180,251,196,58,2359,4,5,6
778,2722,100,28,120,74,150,252,190,46,2353,4,5,6
779,3230,297,11,210,87,4776,190,237,186,866,4,5,2
780,3207,99,12,300,45,4082,240,223,112,1298,4,13,3
781,3040,0,5,242,0,1413,212,230,156,2916,4,13,2
782,3006,88,11,150,28,994,237,221,114,2687,4,5,3
783,2701,99,31,90,53,120,252,180,31,2377,4,5,6
784,3296,356,3,270,31,5672,214,234,157,524,4,13,2
785,2699,94,31,90,51,108,250,177,32,2407,4,5,6
786,3208,0,9,124,-2,5394,206,222,154,900,4,13,2
787,3191,286,20,30,12,4965,162,235,212,781,4,13,2
788,2803,83,33,270,-108,270,244,166,24,2503,4,5,6
789,3214,2,8,124,8,5555,209,225,154,924,4,13,2
790,2768,88,32,210,120,210,248,169,25,2519,4,5,6
791,3286,307,9,127,16,5497,194,235,180,408,4,13,2
792,3197,290,9,60,9,3690,195,239,183,1651,4,13,2
793,3141,35,13,201,12,1899,218,210,125,3024,4,5,3
794,3247,285,10,124,29,3489,192,240,188,1861,4,5,2
795,2849,95,32,240,89,330,250,173,25,2605,4,5,6
796,2747,93,33,175,98,180,249,169,20,2571,4,5,6
797,3142,48,17,277,13,1834,224,200,104,3108,4,5,3
798,2847,94,33,210,87,323,250,173,24,2618,4,5,6
799,2827,94,34,201,67,295,250,167,17,2616,4,5,6
800,3273,330,9,240,55,3408,198,229,170,1954,4,5,2
801,2708,89,33,95,59,120,248,167,20,2580,4,5,6
802,2621,162,13,60,-6,849,232,243,139,1521,2,6,6
803,3235,255,5,212,21,4871,209,243,172,618,4,13,2
804,2664,112,5,60,-8,1214,229,234,139,1719,2,6,6
805,3246,6,10,124,20,5998,208,222,150,510,4,13,2
806,2674,10,8,30,1,1295,211,224,149,1801,2,6,6
807,2635,45,8,30,9,955,223,223,135,1624,2,13,3
808,2707,71,31,0,0,95,236,164,36,2430,4,5,6
809,3216,328,7,42,-6,4050,203,232,168,1300,4,13,2
810,3259,56,10,175,41,2733,227,218,124,2575,4,5,2
811,2770,69,31,95,-35,190,234,162,35,2311,4,5,6
812,2716,75,33,90,70,108,238,158,23,2310,4,5,6
813,3217,51,3,120,5,5179,221,232,147,300,4,13,2
814,3301,219,6,402,85,3337,213,246,169,1969,4,5,2
815,3059,153,13,127,22,1396,235,240,133,2594,4,5,3
816,3020,63,1,127,3,895,220,236,153,2381,4,5,3
817,2800,75,33,150,-50,240,238,158,24,2252,4,5,6
818,2763,76,32,162,-62,180,240,165,31,2250,4,5,6
819,2725,82,35,108,70,120,242,157,13,2250,4,5,6
820,2684,32,20,150,53,1110,211,193,111,1848,2,13,3
821,2785,83,32,182,-65,210,244,167,27,2221,4,5,6
822,2685,8,10,255,93,891,208,219,148,1830,2,13,3
823,3264,137,10,283,45,2773,236,236,131,2529,4,5,1
824,3256,143,7,234,37,2713,231,239,140,2589,4,5,1
825,2848,84,35,190,-51,300,243,157,12,2195,4,5,6
826,2766,31,7,120,15,1326,218,225,143,2214,2,3,3
827,3268,176,16,270,50,2955,227,247,148,2347,4,5,1
828,3268,179,15,270,50,2925,225,248,151,2377,4,5,1
829,3267,168,13,270,49,2866,230,245,143,2437,4,5,1
830,3246,18,9,120,11,4333,213,221,144,972,4,14,2
831,3201,105,3,300,-5,2007,224,236,147,2848,4,5,1
832,2848,91,35,247,-51,301,248,162,12,2135,4,5,6
833,3237,101,8,95,23,2486,235,229,126,2823,4,5,1
834,2754,74,30,153,111,162,239,168,37,2100,4,5,6
835,3258,158,15,212,34,3204,235,241,133,2102,4,5,1
836,3245,172,15,180,27,3025,229,246,145,2282,4,5,1
837,3242,151,2,150,32,2580,222,239,152,2731,4,5,1
838,3241,124,3,127,31,2550,225,237,146,2761,4,5,1
839,2959,80,16,255,-15,518,239,210,97,2101,4,5,3
840,2725,353,19,30,14,1167,183,202,154,1994,2,13,2
841,3276,42,11,331,64,5157,222,216,128,218,4,13,2
842,3235,180,15,150,17,2940,224,248,152,2371,4,5,1
843,3236,180,15,150,19,2851,224,248,152,2461,4,5,1
844,3241,200,5,175,43,2644,218,244,162,2671,4,5,1
845,3223,122,18,42,16,2466,248,222,95,2851,4,5,1
846,3192,153,15,270,54,2053,237,240,130,2801,4,5,1
847,3286,49,5,454,75,5225,222,229,143,331,4,13,2
848,3223,298,11,108,20,4637,188,236,188,511,4,13,2
849,2807,73,29,242,161,258,239,171,42,2011,4,5,6
850,2858,90,28,335,217,350,249,184,45,1986,4,5,6
851,3217,162,6,60,0,2954,226,242,149,2370,4,5,1
852,3227,213,14,85,25,2689,207,252,179,2640,4,5,1
853,2871,94,26,376,230,391,250,191,53,1958,4,5,6
854,2797,86,28,255,136,277,247,182,46,1950,4,5,6
855,3298,18,13,418,87,5120,209,212,138,277,4,13,2
856,3223,183,16,60,26,2665,222,249,155,2671,4,5,1
857,2856,91,28,366,210,384,249,185,46,1926,4,5,6
858,2782,88,26,255,129,268,248,186,51,1920,4,5,6
859,2786,49,16,240,97,1431,225,205,110,2190,2,13,3
860,3153,159,14,120,15,2088,234,242,136,2694,4,5,1
861,2782,92,26,268,129,283,249,191,54,1890,4,5,6
862,3195,138,11,30,-7,2854,237,236,129,2493,4,5,1
863,3161,182,15,124,23,2329,223,249,154,2850,4,5,1
864,3055,80,13,120,15,1237,237,217,109,2136,4,5,3
865,2931,96,23,446,-76,541,249,200,67,1884,4,5,6
866,2767,93,24,256,118,268,249,196,63,1860,4,5,6
867,2742,91,23,201,86,210,248,198,67,1862,4,5,6
868,3316,66,6,466,82,3803,227,227,135,1537,4,14,1
869,2941,105,20,450,-72,582,249,211,81,1860,4,5,6
870,2794,92,26,323,145,330,250,189,51,1830,4,5,6
871,3250,86,23,182,47,4731,246,194,65,234,4,13,2
872,3184,181,15,60,-12,2692,224,248,153,2676,4,5,1
873,3154,144,11,120,18,2427,236,238,132,2881,4,5,1
874,2823,96,25,390,170,391,250,196,59,1802,4,5,6
875,2859,53,20,379,94,1213,226,194,93,2671,2,13,3
876,2817,25,15,210,23,1392,212,207,129,2579,2,13,3
877,3294,83,17,365,60,3724,241,208,91,1634,4,14,1
878,3251,71,13,247,17,3607,234,214,110,1753,4,13,1
879,3248,69,10,212,14,3583,231,221,122,1786,4,13,1
880,3138,171,5,0,0,2289,223,242,154,2727,4,13,1
881,3137,232,3,30,0,2236,215,242,164,2662,4,13,1
882,2784,69,23,306,137,323,237,188,69,1710,4,5,6
883,2807,8,19,0,0,1507,194,198,137,2389,2,6,2
884,3319,97,10,450,85,3737,237,225,119,1565,4,14,1
885,2763,58,22,240,121,242,230,187,79,1652,4,5,6
886,2712,69,26,120,62,124,237,181,60,1663,4,5,6
887,2698,73,26,90,60,95,239,180,55,1667,4,5,6
888,3249,300,5,0,0,4412,205,238,172,553,4,13,2
889,3322,107,6,480,88,3728,230,233,137,1543,4,14,1
890,3241,25,7,0,0,3403,217,225,145,2012,4,5,2
891,2868,332,17,60,23,1718,177,215,176,2613,2,13,3
892,2931,283,26,778,554,854,138,230,227,2642,2,13,3
893,3244,88,9,150,35,3065,234,226,124,2383,4,5,2
894,3192,96,11,30,-5,2685,238,224,115,2767,4,5,1
895,2556,334,21,85,28,819,168,208,176,1155,2,2,6
896,2577,323,10,150,58,875,194,230,175,1159,2,2,6
897,2959,2,9,721,186,1008,208,224,153,2555,2,3,3
898,2022,24,13,391,42,509,212,212,134,421,1,21,4
899,2038,50,17,408,71,474,226,200,102,283,1,21,4
900,3309,268,7,618,28,3711,202,243,179,1342,4,14,2
901,2856,57,22,351,99,474,229,189,82,1383,4,5,6
902,3074,108,6,60,-1,1811,231,233,136,1996,4,13,2
